0 1.5 1.96
1 3.27 0
2 4.12 -1.5
3 1 -4.53
4 -1.5 -3.4
5 -3.12 -2.5
6 -3.12 0
7 -2.5 1.89
8 3.27 1
9 3.52 -3
10 2.5 -3.42
11 -2.5 -3.4
12 -3.12 1
13 0 5.38
14 0 -3.4
15 -1.5 1.89
