1 1.5 1.96
2 3.27 0
3 4.12 -1.5
4 1 -4.53
5 -2 -3.4
6 -3.12 -0.5
7 -3.12 1
8 -2 1.89
9 3.27 2
10 2.5 -3.42
11 -3.12 -2
12 0 -3.4
